date,site_number,site_name,length,treatment,time,water_elevation,weather,water_temp,visibility_feet,visibility_meters,survey_method,video_or_observer,lfr_count,wr_count,sr_count,fr_count,trout_count,adult_predator_fish,other_juvenile_fish,comments,calculated_flow
6/12/2018,205,Lake California,1623,impact,10:45:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,135,"111 HH, 1 sculpin, 21 SS",10592
6/12/2018,214,Mainstem North,301,control,12:50:00,NA,1,59,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,NA,10592
6/14/2018,216,Mainstem South,473,control,10:35:00,NA,1,60,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,2,"1 HH, 1 SACSUC",11056
6/14/2018,211,Rio Vista,370,baseline,9:45:00,NA,1,59,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,112,"51 HH, 57 SACSUC, 3 TP, 1 TSS",11056
6/15/2018,204,Bourbon,301,control,10:50:00,16,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,23,43,0,0,NA,10584
6/15/2018,215,Cow Creek,467,baseline,11:55:00,NA,1,55,10,3.047851265,snorkel downstream,observer,0,0,0,30,13,0,0,NA,10584
6/15/2018,217,Reading Island,3526,baseline,10:08:00,NA,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,325,162,0,0,NA,10584
6/25/2018,209,Anderson River Park,325,baseline,11:28:00,NA,1,58,10,3.047851265,snorkel downstream,observer,10,0,0,10,8,0,210,"Temp taken in channel, 10 PM, 200 small minnows",12063
6/25/2018,204,Bourbon,301,control,13:00:00,18,1,54,10,3.047851265,snorkel downstream,observer,12,0,0,90,111,4,0,4 adult trout,12063
6/25/2018,215,Cow Creek,467,baseline,10:50:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,8,60,5,0,5 adult RT,12063
6/25/2018,203,Kapusta,291,impact,12:15:00,NA,1,54,10,3.047851265,snorkel downstream,observer,8,0,0,20,34,0,26,"25 HH, 1 TSS",12063
6/26/2018,205,Lake California,1623,impact,10:26:00,NA,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,2,1,68,"42 HH, 15 SS, 10 TSS, 1 sculpin, 1 adult trout",12381
6/26/2018,216,Mainstem South,473,control,12:04:00,NA,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,NA,12381
6/27/2018,206,Clear Creek,221,control,10:15:00,NA,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,51,59,0,771,"320 PM, 1 HH, 50 SS, 400 minnows",12067
6/27/2018,201,North Cypress,590,impact,13:20:00,NA,1,54,12,3.657421518,snorkel downstream,observer,71,0,0,325,153,1,0,"1 adult WR, 1 Adult trout",12067
6/27/2018,207,Shea Island,683,baseline,10:45:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,40,206,1,114,"104 PM, 10 tss, 1 adult trout",12067
6/27/2018,208,Wyndham,458,control,12:30:00,NA,1,54,12,3.657421518,snorkel downstream,observer,30,0,0,509,231,0,2,2 TSS,12067
6/28/2018,210,Painters,290,impact,10:45:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,25,54,0,0,NA,12065
7/7/2018,203,Kapusta,291,impact,10:20:00,NA,3,56,10,3.047851265,snorkel downstream,observer,1,0,0,0,99,0,0,NA,13008
7/7/2018,207,Shea Island,683,baseline,9:20:00,NA,3,55,9,2.743066138,snorkel downstream,observer,0,0,0,0,133,11,30,"26 SS, 15 HH",13008
7/10/2018,205,Lake California,1623,impact,9:30:00,NA,1,56,8,2.438281012,snorkel downstream,observer,0,0,0,0,28,12,73,"12 adult PM, 69 hh, 4 tss",13106
7/10/2018,214,Mainstem North,301,control,11:20:00,NA,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,13106
7/10/2018,216,Mainstem South,473,control,12:51:00,NA,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,2,2 TSS,13106
7/10/2018,201,North Cypress,590,impact,11:40:00,NA,1,54,12,3.657421518,snorkel downstream,observer,10,0,0,80,110,0,0,NA,13023
7/10/2018,210,Painters,290,impact,10:00:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,106,444,0,0,NA,13023
7/10/2018,211,Rio Vista,370,baseline,13:42:00,NA,1,60,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,216,"80 PM, 73 TSS, 63 HH",13106
7/10/2018,208,Wyndham,458,control,13:00:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,2,0,108,597,0,1,1 rifscu,13023
7/11/2018,209,Anderson River Park,325,baseline,11:30:00,NA,1,55,12,3.657421518,snorkel downstream,observer,11,0,0,20,22,0,0,NA,12994
7/11/2018,204,Bourbon,301,control,10:20:00,19,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,7,152,0,0,NA,12994
7/11/2018,206,Clear Creek,221,control,11:45:00,NA,1,62,12,3.657421518,snorkel downstream,observer,0,0,0,66,11,0,0,"hundreds of PM, TSS, Suckers, TP",12994
7/11/2018,215,Cow Creek,467,baseline,12:01:00,NA,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,13,52,1,0,"1 adult trout, 1 adult WR",12994
7/11/2018,203,Kapusta,291,impact,13:30:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,55,103,0,0,"PM, Suckers",12994
7/11/2018,207,Shea Island,683,baseline,10:40:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,16,25,2,0,2 adult trout,12994
7/23/2018,209,Anderson River Park,325,baseline,10:14:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,20,15,0,50,50 HH,13070
7/23/2018,215,Cow Creek,467,baseline,11:07:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,219,48,0,5,5 SS,13070
7/23/2018,203,Kapusta,291,impact,12:35:00,NA,1,57,12,3.657421518,snorkel downstream,observer,7,0,0,11,0,0,1,1 Rifscu,13070
7/24/2018,204,Bourbon,301,control,11:30:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,2,40,0,0,NA,13044
7/24/2018,206,Clear Creek,221,control,12:28:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,46,1,304,"1 adult PM, 300 HH, 4 PM",13044
7/24/2018,205,Lake California,1623,impact,12:20:00,NA,1,60,11,3.352636391,snorkel downstream,observer,0,0,0,0,14,4,372,"TSS, HH, PM, SS",13047
7/24/2018,214,Mainstem North,301,control,11:54:00,NA,1,59,10,3.047851265,snorkel downstream,observer,0,0,0,0,3,0,1,1 TSS,13047
7/24/2018,216,Mainstem South,473,control,9:03:00,NA,1,60,11,3.352636391,snorkel downstream,observer,0,0,0,0,0,0,0,NA,13047
7/24/2018,211,Rio Vista,370,baseline,9:46:00,NA,1,60,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,656,"330 HH, 6 TSB, 320 SS",13047
7/24/2018,207,Shea Island,683,baseline,13:31:00,NA,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,1,32,1,0,1 adult trout,13044
7/25/2018,201,North Cypress,590,impact,11:00:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,60,0,0,NA,13027
7/25/2018,210,Painters,290,impact,12:15:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,7,168,0,0,NA,13027
7/25/2018,208,Wyndham,458,control,10:05:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,900,0,0,NA,13027
8/6/2018,205,Lake California,1623,impact,9:07:00,NA,3,56,10,3.047851265,snorkel downstream,observer,0,0,0,35,35,23,91,"9 PM, 64 HH, 12 TSS, 6 SS",12122
8/6/2018,216,Mainstem South,473,control,10:53:00,NA,3,56,12,3.657421518,snorkel downstream,observer,1,0,0,0,3,0,5,HH,12122
8/6/2018,211,Rio Vista,370,baseline,12:30:00,NA,3,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,3,166,"54 TSS, 100 HH, 12 SS, 1 PM Adult, 2 HH adults",12122
8/8/2018,201,North Cypress,590,impact,11:18:00,NA,3,54,12,3.657421518,snorkel downstream,observer,0,0,0,170,362,0,1,"1 Rifscu, 1 adult WR",11502
8/8/2018,210,Painters,290,impact,12:24:00,NA,3,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,1015,0,0,NA,11502
8/8/2018,219,South Cypress,88,baseline,12:04:00,NA,3,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,94,0,0,NA,11502
8/8/2018,208,Wyndham,458,control,10:20:00,18,3,54,12,3.657421518,snorkel downstream,observer,0,0,0,60,1115,0,0,NA,11502
8/9/2018,209,Anderson River Park,325,baseline,10:40:00,NA,3,57,12,3.657421518,snorkel downstream,observer,0,0,0,8,35,0,0,NA,11199
8/9/2018,204,Bourbon,301,control,11:15:00,17,3,57,12,3.657421518,snorkel downstream,observer,0,0,0,0,27,0,0,NA,11199
8/9/2018,206,Clear Creek,221,control,12:20:00,NA,3,66,12,3.657421518,snorkel downstream,observer,0,0,0,83,128,0,426,"204 HH, 196 PM, 26 TP",11199
8/9/2018,215,Cow Creek,467,baseline,9:50:00,NA,3,56,12,3.657421518,snorkel downstream,observer,0,0,0,25,126,0,0,NA,11199
8/21/2018,205,Lake California,1623,impact,11:59:00,NA,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,0,13,22,11,"25 HH, 1 sacsuc",10835
8/21/2018,214,Mainstem North,301,control,13:24:00,NA,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,1,0,1 HH,10835
8/21/2018,216,Mainstem South,473,control,9:08:00,NA,1,58,11,3.352636391,snorkel downstream,observer,0,1,0,0,0,1,0,1 HH,10835
8/21/2018,211,Rio Vista,370,baseline,9:55:00,NA,1,58,11,3.352636391,snorkel downstream,observer,0,0,0,0,0,14,0,"14 HH, 3 turtle, 1 minnow",10835
8/22/2018,210,Painters,290,impact,14:18:00,NA,1,54,12,3.657421518,snorkel downstream,observer,25,0,0,0,1461,0,0,NA,9704
8/22/2018,208,Wyndham,458,control,13:00:00,16,1,56,12,3.657421518,snorkel downstream,observer,183,40,0,20,300,0,543,1 rifscu,9704
8/23/2018,204,Bourbon,301,control,13:45:00,15.5,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,1,34,0,0,NA,9541
8/23/2018,203,Kapusta,291,impact,13:00:00,NA,1,54,12,3.657421518,snorkel downstream,observer,2,0,0,0,111,0,101,"100 PM, 1 TSS",9541
8/24/2018,206,Clear Creek,221,control,9:55:00,NA,1,61,12,3.657421518,snorkel downstream,observer,6,0,0,56,68,0,421,"330 HH, 51 sacsuc, 40 sacperch",9496
8/24/2018,201,North Cypress,590,impact,12:20:00,NA,1,54,12,3.657421518,snorkel downstream,observer,10,6,0,91,537,0,2,2 TSS,9496
8/24/2018,207,Shea Island,683,baseline,10:35:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,0,45,1,0,1 RBT adult,9496
9/4/2018,206,Clear Creek,221,control,13:44:00,NA,1,62,12,3.657421518,snorkel downstream,observer,71,0,0,52,39,0,1000,"300 HH, 40 SACSUC, 550 HH, 110 TSS",9005
9/4/2018,201,North Cypress,590,impact,10:25:00,NA,1,55,12,3.657421518,snorkel downstream,observer,21,1,0,0,413,0,0,1 adult FR,9005
9/4/2018,210,Painters,290,impact,10:07:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,188,0,0,NA,9005
9/4/2018,207,Shea Island,683,baseline,13:04:00,NA,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,25,PKM,9005
9/4/2018,208,Wyndham,458,control,12:10:00,14,1,56,12,3.657421518,snorkel downstream,observer,43,0,0,3,48,0,0,NA,9005
9/5/2018,209,Anderson River Park,325,baseline,11:20:00,NA,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,0,22,0,0,NA,8714
9/5/2018,204,Bourbon,301,control,10:14:00,15,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,13,0,0,NA,8714
9/5/2018,215,Cow Creek,467,baseline,11:55:00,NA,1,57,12,3.657421518,snorkel downstream,observer,2,0,0,1,117,0,695,"670 HH, 20 Dace, 5 TSS",8714
9/5/2018,203,Kapusta,291,impact,10:50:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,7,0,0,NA,8714
9/5/2018,205,Lake California,1623,impact,9:45:00,NA,1,58,9,2.743066138,snorkel downstream,observer,0,0,0,6,5,2,302,2 adult HH,9551
9/5/2018,214,Mainstem North,301,control,10:48:00,NA,1,58,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9551
9/5/2018,216,Mainstem South,473,control,13:10:00,NA,1,60,8,2.438281012,snorkel downstream,observer,5,0,0,0,0,0,9,"8 HH, 1 SACSUC",9551
9/5/2018,211,Rio Vista,370,baseline,12:30:00,NA,1,60,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,9551
9/17/2018,205,Lake California,1623,impact,9:15:00,NA,1,55,6,1.828710759,snorkel downstream,observer,2,2,0,2,7,1,174,"1 adult RT, 114 HH, 60 SS",8640
9/17/2018,214,Mainstem North,301,control,10:30:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,8640
9/17/2018,216,Mainstem South,473,control,11:45:00,NA,1,58,8,2.438281012,snorkel downstream,observer,1,0,0,0,0,0,15,15 HH,8640
9/17/2018,211,Rio Vista,370,baseline,12:30:00,NA,1,58,10,3.047851265,snorkel downstream,observer,1,0,0,0,1,0,82,"80 HH, 2 TSS",8640
9/18/2018,209,Anderson River Park,325,baseline,10:40:00,NA,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,28,0,0,NA,8019
9/18/2018,204,Bourbon,301,control,11:30:00,13.5,1,54,12,3.657421518,snorkel downstream,observer,4,0,0,3,90,0,0,NA,8019
9/18/2018,215,Cow Creek,467,baseline,10:00:00,NA,1,55,12,3.657421518,snorkel downstream,observer,8,3,0,9,187,0,427,"100PM, 15 Dace, 5TSS, 1SS, 300HH, 1 Sculpin",8019
9/18/2018,203,Kapusta,291,impact,12:45:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,200,20,0,0,NA,8019
9/19/2018,206,Clear Creek,221,control,9:45:00,NA,1,62,12,3.657421518,snorkel downstream,observer,18,0,0,30,2,0,553,"550 PM, 3 SS",7621
9/19/2018,207,Shea Island,683,baseline,10:27:00,NA,1,54,12,3.657421518,snorkel downstream,observer,0,1,0,10,26,0,80,80 HH,7621
9/19/2018,208,Wyndham,458,control,11:30:00,NA,1,54,12,3.657421518,snorkel downstream,observer,30,90,0,0,58,0,0,NA,7621
9/21/2018,201,North Cypress,590,impact,10:48:00,NA,1,52,12,3.657421518,snorkel downstream,observer,2,163,0,0,74,0,0,NA,7269
9/21/2018,210,Painters,290,impact,10:20:00,NA,1,52,10,3.047851265,snorkel downstream,observer,1,24,0,0,38,0,0,4 dogs on RL,7269
10/1/2018,205,Lake California,1623,impact,9:26:00,NA,3,56,8,2.438281012,snorkel downstream,observer,0,8,0,0,22,52,100,"HH, 2 adult trout",7680
10/1/2018,214,Mainstem North,301,control,10:40:00,NA,3,54,8,2.438281012,snorkel downstream,observer,0,1,0,0,0,0,0,NA,7680
10/1/2018,216,Mainstem South,473,control,12:49:00,NA,2,57,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,NA,7680
10/1/2018,201,North Cypress,590,impact,11:20:00,NA,4,53,12,3.657421518,snorkel downstream,observer,45,0,0,0,0,3,0,"3 adult trout, 1 adult FR",7233
10/1/2018,210,Painters,290,impact,11:00:00,NA,3,53,12,3.657421518,snorkel downstream,observer,100,37,0,0,10,0,0,NA,7233
10/1/2018,211,Rio Vista,370,baseline,11:30:00,NA,3,55,8,2.438281012,snorkel downstream,observer,0,0,0,0,1,0,0,NA,7680
10/1/2018,208,Wyndham,458,control,12:15:00,NA,4,53,12,3.657421518,snorkel downstream,observer,12,30,0,0,0,1,0,"6 adult FR, 1 adult trout",7233
10/3/2018,209,Anderson River Park,325,baseline,10:25:00,NA,2,54,12,3.657421518,snorkel downstream,observer,60,0,0,0,2,0,35,"PM, TSS",7269
10/3/2018,204,Bourbon,301,control,11:15:00,1,2,58,10,3.047851265,snorkel downstream,observer,2,0,0,24,38,0,1,1 Hardhead,7269
10/3/2018,206,Clear Creek,221,control,10:45:00,NA,2,57,11,3.352636391,snorkel downstream,observer,9,0,0,29,43,0,505,"250 Hardhead, 20 Sucker 1 Adult Chinook",7269
10/3/2018,215,Cow Creek,467,baseline,11:10:00,NA,2,54,12,3.657421518,snorkel downstream,observer,35,0,0,0,99,0,45,PM,7269
10/3/2018,203,Kapusta,291,impact,12:15:00,NA,2,54,12,3.657421518,snorkel downstream,observer,10,0,0,0,55,0,0,NA,7269
10/3/2018,207,Shea Island,683,baseline,9:42:00,NA,2,54,11,3.352636391,snorkel downstream,observer,0,0,0,0,12,0,0,NA,7269
10/15/2018,205,Lake California,1623,impact,9:30:00,NA,1,56,7,2.133495885,snorkel downstream,observer,37,18,0,17,32,0,301,"300 Hardhead, 1 Sucker",7212
10/15/2018,214,Mainstem North,301,control,10:30:00,NA,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,5,0,0,NA,7926
10/15/2018,216,Mainstem South,473,control,12:50:00,NA,1,55,7,2.133495885,snorkel downstream,observer,50,30,0,0,0,0,0,NA,7926
10/15/2018,210,Painters,290,impact,12:06:00,NA,1,54,10,3.047851265,snorkel downstream,observer,198,450,0,0,22,0,0,NA,7212
10/15/2018,208,Wyndham,458,control,13:22:00,NA,1,55,10,3.047851265,snorkel downstream,observer,66,108,0,0,0,1,0,1 Adult RBT,7212
10/16/2018,201,North Cypress,590,impact,10:30:00,NA,1,54,10,3.047851265,snorkel downstream,observer,3140,1866,0,0,525,4,0,4 Adult RBT,7225
10/16/2018,207,Shea Island,683,baseline,12:58:00,NA,1,55,10,3.047851265,snorkel downstream,observer,0,12,0,0,68,0,220,220 Hardhead,7225
10/16/2018,219,South Cypress,88,control,11:43:00,NA,1,54,10,3.047851265,snorkel downstream,observer,0,750,0,0,0,0,0,NA,7225
10/17/2018,209,Anderson River Park,325,baseline,11:41:00,NA,1,56,10,3.047851265,snorkel downstream,observer,25,100,0,0,0,0,10,10 TSS,7298
10/17/2018,204,Bourbon,301,control,10:35:00,13,1,55,10,3.047851265,snorkel downstream,observer,15,10,0,1,107,0,1,1 Sclupin,7298
10/17/2018,215,Cow Creek,467,baseline,12:24:00,NA,1,56,10,3.047851265,snorkel downstream,observer,3,112,0,0,65,0,0,NA,7298
10/17/2018,203,Kapusta,291,impact,9:00:00,NA,1,54,6,1.828710759,snorkel downstream,observer,0,0,0,0,55,0,163,163 Hardhead,7298
10/30/2018,209,Anderson River Park,325,control,12:20:00,NA,1,54,10,3.047851265,snorkel downstream,observer,78,29,0,2,75,0,0,1 adult FR salmon,6004
10/30/2018,206,Clear Creek,221,control,13:00:00,NA,1,54,6,1.828710759,snorkel downstream,observer,0,0,0,0,2,0,106,106 TSS,6004
10/30/2018,203,Kapusta,291,impact,11:50:00,NA,1,54,10,3.047851265,snorkel downstream,observer,1,26,0,4,15,0,105,"100 HH,5PM",6004
10/30/2018,207,Shea Island,683,baseline,14:00:00,NA,1,54,10,3.047851265,snorkel downstream,observer,1,35,0,0,140,1,1105,"Adult RBT, FR salmon",6004
11/1/2018,201,North Cypress,590,impact,11:57:00,NA,1,55,10,3.047851265,snorkel downstream,observer,416,3116,0,0,410,0,0,NA,5708
11/1/2018,210,Painters,290,impact,11:25:00,NA,1,55,10,3.047851265,snorkel downstream,observer,0,750,0,0,60,0,0,1 adult FR salmon,5708
11/1/2018,208,Wyndham,458,control,13:20:00,NA,1,56,10,3.047851265,snorkel downstream,observer,30,301,0,0,0,0,0,NA,5708
11/7/2018,205,Lake California,1623,impact,9:00:00,NA,1,55,6,1.828710759,snorkel downstream,observer,41,48,0,0,13,4,83,83 HH,5387
11/7/2018,214,Mainstem North,301,control,10:00:00,NA,1,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,2,0,0,NA,4607
11/13/2018,201,North Cypress,590,impact,13:00:00,NA,2,53,10,3.047851265,snorkel downstream,observer,0,520,0,0,1,0,1,1 Adult FR 1 Sculpin,4553
11/13/2018,210,Painters,290,impact,11:45:00,NA,2,53,10,3.047851265,snorkel downstream,observer,0,177,0,0,1,0,0,NA,4553
11/13/2018,208,Wyndham,458,control,13:50:00,0.4,2,53,10,3.047851265,snorkel downstream,observer,0,75,0,0,0,1,0,2 Adult FR 1 Adult RBT,4553
11/14/2018,203,Kapusta,291,impact,14:00:00,NA,2,57,5,1.523925632,snorkel downstream,observer,50,29,0,5,9,0,3,3 HH,4537
11/26/2018,205,Lake California,1623,impact,9:30:00,NA,3,56,6,1.828710759,snorkel downstream,observer,6,3,0,0,8,0,300,300 HH,5280
11/26/2018,214,Mainstem North,301,control,10:45:00,NA,3,55,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,NA,5280
11/28/2018,201,North Cypress,590,impact,10:15:00,NA,3,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,1,0,2,"1 Adult FR, 2 TSS",3985
11/28/2018,210,Painters,290,impact,9:50:00,NA,3,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,3985
11/28/2018,208,Wyndham,458,control,10:40:00,NA,3,56,8,2.438281012,snorkel downstream,observer,0,0,0,0,1,0,0,NA,3985
12/10/2018,204,Bourbon,301,control,10:40:00,8,1,57,11,3.352636391,snorkel downstream,observer,7,29,0,0,40,0,0,Visibility reduced durning snorkel,4018
12/10/2018,206,Clear Creek,221,control,10:00:00,NA,1,53,3,0.914355379,snorkel downstream,observer,0,0,0,0,0,0,0,Did not snorkel,4018
12/10/2018,203,Kapusta,291,impact,11:00:00,NA,1,57,11,3.352636391,snorkel downstream,observer,0,2,0,0,4,0,0,NA,4018
12/10/2018,201,North Cypress,590,impact,11:20:00,NA,1,53,7,2.133495885,snorkel downstream,observer,0,5,0,2,0,0,0,NA,4018
12/10/2018,210,Painters,290,impact,11:00:00,NA,1,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,7,NA,4018
12/10/2018,208,Wyndham,458,control,12:40:00,NA,1,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,NA,4018
12/12/2018,205,Lake California,1623,impact,9:45:00,NA,1,53,5,1.523925632,snorkel downstream,observer,2,20,0,0,26,2,181,"1 adult trout, 160 HH(1 adult), 9 SS, 12 PM, 1 LMB",4908
12/31/2018,201,North Cypress,590,impact,11:10:00,NA,1,48,6,1.828710759,snorkel downstream,observer,0,7,0,4616,1,1,0,1 Adult LFR,3990
12/31/2018,210,Painters,290,impact,12:20:00,NA,1,48,6,1.828710759,snorkel downstream,observer,0,0,0,458,0,0,0,NA,3990
12/31/2018,208,Wyndham,458,control,10:15:00,3,1,48,6,1.828710759,snorkel downstream,observer,0,8,0,559,2,0,0,NA,3990
1/2/2019,204,Bourbon,301,control,10:00:00,NA,1,48,5,1.523925632,snorkel downstream,observer,0,20,0,520,2,2,0,2 AD LFR,4027
1/2/2019,203,Kapusta,291,impact,10:30:00,NA,1,48,5,1.523925632,snorkel downstream,observer,0,1,0,107,0,0,0,NA,4027
1/2/2019,205,Lake California,1623,impact,10:30:00,NA,1,51,9,2.743066138,snorkel downstream,observer,0,0,0,21,2,0,0,NA,5316
1/29/2019,204,Bourbon,301,control,10:20:00,NA,1,49,7,2.133495885,snorkel downstream,observer,0,7,0,124,0,0,2,2 Sculp,3249
1/29/2019,206,Clear Creek,221,control,9:50:00,NA,2,48,4,1.219140506,snorkel downstream,observer,0,0,0,20,0,0,210,210 HH Visibility only 1-2' at bottom of reach,3249
1/29/2019,203,Kapusta,291,impact,11:00:00,NA,1,49,5,1.523925632,snorkel downstream,observer,0,2,0,224,1,0,61,"60 HH, 1 TSS",3249
1/30/2019,201,North Cypress,590,impact,11:05:00,NA,2,50,5,1.523925632,snorkel downstream,observer,0,0,0,66,0,0,0,NA,3251
1/30/2019,210,Painters,290,impact,12:35:00,NA,2,50,5,1.523925632,snorkel downstream,observer,0,0,0,622,0,0,0,NA,3251
1/30/2019,208,Wyndham,458,control,10:30:00,NA,2,50,5,1.523925632,snorkel downstream,observer,0,0,0,50,0,0,200,200 TSS,3251
1/31/2019,205,Lake California,1623,impact,12:30:00,NA,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,104,0,0,207,207 HH,5634
1/31/2019,214,Mainstem North,301,control,13:30:00,NA,1,56,4,1.219140506,snorkel downstream,observer,0,0,0,25,0,0,0,NA,5634
